"Id","Guid","ModuleId","ModuleName","Name","Description","Alias","AllowFilter","ASOStatus","IsDeleted","UpdateInformation"
"148","b93fb323-e99a-4fd6-964d-45b33f7a8f9a","355","Risk Hierarchy","Intermediate Risk Level","This level of the Risk Hierarchy is the level above the Risk Register (Business Unit) risk.","Risk_Category","False","0","False","@{CreateDate=2012-02-21T20:14:48.037; UpdateDate=2015-09-14T19:20:17.95; CreateLogin=2; UpdateLogin=2}"
"150","ef67e6fa-3412-4be4-8ef9-668db9197284","357","Insurance","Insurance",,"Insurance","False","0","False","@{CreateDate=2012-02-21T20:14:48.037; UpdateDate=2015-09-14T19:20:17.95; CreateLogin=2; UpdateLogin=2}"
"151","435df254-cf3d-4e1f-ab0b-25779fa88b0e","358","RM - Risk Type","RM - Risk Type",,"RM__Risk_Type","False","0","False","@{CreateDate=2012-02-21T20:14:48.037; UpdateDate=2012-02-21T20:14:48.037; CreateLogin=2; UpdateLogin=2}"
"156","e821d6e7-227b-47ac-ab8d-8e808cd1e16b","363","Control Snapshots","Historical Compliance Data",,"Historical_Compliance_Data","False","0","False","@{CreateDate=2012-02-24T16:56:18.137; UpdateDate=2020-03-04T14:33:27.967; CreateLogin=2; UpdateLogin=2}"
"159","ac25ac4c-6f06-4438-842a-b103175fc462","366","Quarterly Financial Certification - Company","Quarterly Financial Certification - Company",,"Quarterly_Financial_Certification__BU","False","0","False","@{CreateDate=2012-02-24T16:56:18.137; UpdateDate=2020-03-04T14:33:27.967; CreateLogin=2; UpdateLogin=2}"
"160","daf28e8d-7ee1-45e9-89da-a11d2ec38ae3","367","Historical Compliance - Risk","Historical Compliance - Risk",,"Historical_Compliance__Risk","False","0","False","@{CreateDate=2012-02-24T16:56:18.137; UpdateDate=2012-02-24T16:56:18.137; CreateLogin=2; UpdateLogin=2}"
"161","6d0a44b5-de3c-4bfa-bb5f-5a0eddeadfe8","368","Historical Compliance - Business Process","Historical Compliance - Business Process",,"Historical_Compliance__Risk","False","0","False","@{CreateDate=2012-02-24T16:56:18.137; UpdateDate=2012-02-24T16:56:18.137; CreateLogin=2; UpdateLogin=2}"
"162","feef2f91-a338-438a-8a0b-4f00e5372b4b","369","Historical Compliance - Business Unit","Historical Compliance - Business Unit",,"Historical_Compliance__Business_Unit","False","0","False","@{CreateDate=2012-02-24T16:56:18.137; UpdateDate=2012-02-24T16:56:18.137; CreateLogin=2; UpdateLogin=2}"
"163","ab485a6a-78a1-4435-8d52-d824f5a8a1d2","370","Historical Compliance - Application","Historical Compliance - Application",,"Historical_Compliance__Application","False","0","False","@{CreateDate=2012-02-24T16:56:18.137; UpdateDate=2012-02-24T16:56:18.137; CreateLogin=2; UpdateLogin=2}"
"164","8f36afb7-9d12-4b5b-af22-e1090cc5af20","371","Historical Compliance - Device","Historical Compliance - Device",,"Historical_Compliance__Device","False","0","False","@{CreateDate=2012-02-24T16:56:18.137; UpdateDate=2012-02-24T16:56:18.137; CreateLogin=2; UpdateLogin=2}"
"166","c698ca85-cb95-41e4-a4fe-b0ea06046f8c","373","Change Requests","Change Requests",,"Change_Requests","False","0","False","@{CreateDate=2013-02-05T21:40:37.327; UpdateDate=2023-08-18T05:09:17.96; CreateLogin=2; UpdateLogin=2}"
"167","70419496-5388-41f3-8c32-80d4d2dfd06a","374","Vulnerability Scan Definition","Vulnerability Scans",,"Vulnerability_Scans","False","0","False","@{CreateDate=2013-02-06T23:15:44.483; UpdateDate=2018-08-06T15:40:37.707; CreateLogin=2; UpdateLogin=2}"
"168","f03b55e5-9699-448e-9db5-5af00e34453d","375","Threat Project","Threat Project",,"Threat_Project","False","0","False","@{CreateDate=2013-02-06T23:15:44.483; UpdateDate=2014-05-27T20:45:05.433; CreateLogin=2; UpdateLogin=2}"
"169","026fbe77-6e88-4e14-b72a-2f9ac0bfd76c","376","Vulnerability Scan Requests","Vulnerability Scan Requests","Migrated Level","Vulnerability_Scan_Requests","False","0","False","@{CreateDate=2013-02-06T23:15:44.483; UpdateDate=2018-08-06T15:40:37.707; CreateLogin=2; UpdateLogin=2}"
"171","65c8265d-3dfb-4e6a-afe2-d13adad4936a","378","ITSVP - IP Range","TM - IP Range","Migrated Level","IP_Range","False","0","False","@{CreateDate=2013-02-06T23:15:44.483; UpdateDate=2013-02-06T23:15:44.483; CreateLogin=2; UpdateLogin=2}"
"172","b77e5e83-e43f-4aeb-9419-921b7f3530e7","379","ITSVP - Hosts","TM - Hosts","Migrated Level","Hosts","False","0","False","@{CreateDate=2013-02-06T23:15:44.483; UpdateDate=2013-02-06T23:15:44.483; CreateLogin=2; UpdateLogin=2}"
"173","724210b3-7c0c-4b5e-b57b-8ce635a62b3f","380","Storage Devices","Storage Devices",,"Storage_Devices","False","0","False","@{CreateDate=2013-02-22T18:38:01.737; UpdateDate=2018-08-06T15:40:37.707; CreateLogin=2; UpdateLogin=2}"
"174","81c0a42e-4650-4cf9-ad8b-834209645df6","381","Notification History","Notification History","Migrated Level","Plan_Execution","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2017-08-07T18:36:49.73; CreateLogin=2; UpdateLogin=2}"
"175","a93c3f21-3eda-4ac3-ab6b-1a83c6a4012e","382","Activated Plans","Business Continuity Plans","","Business_Continuity_Plans","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2018-09-10T11:39:01.807; CreateLogin=2; UpdateLogin=2}"
"176","606fb1ee-343b-4b43-8a5b-b64851366549","382","Activated Plans","Recovery Strategies",,"Recovery_Strategies","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2018-09-10T11:39:01.807; CreateLogin=2; UpdateLogin=2}"
"177","3b9332a4-0ea7-44d8-b360-d8f139c617e7","382","Activated Plans","Recovery Tasks",,"Recovery_Tasks","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2018-09-10T11:39:01.807; CreateLogin=2; UpdateLogin=2}"
"178","3c21e08c-b307-459f-bc35-fa44a2d0c326","383","Roles and Responsibilities","Roles and Responsibilities",,"Roles_and_Responsibilities","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2020-03-04T14:33:27.967; CreateLogin=2; UpdateLogin=2}"
"179","0e61edc1-fcfe-421e-ad42-62e01eac833a","384","Requirements","Requirements",,"Requirements","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2017-08-07T18:36:49.73; CreateLogin=2; UpdateLogin=2}"
"181","819ea41c-36ac-406f-a557-9fadba4897e1","386","Recovery Tasks","Recovery Tasks","Migrated Level","Recovery_Tasks","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2018-09-10T11:39:01.807; CreateLogin=2; UpdateLogin=2}"
"182","c3a4ef73-56a7-46ef-a109-18444d914512","387","Recovery Strategies","Recovery Strategies","Migrated Level","Recovery_Strategies","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2017-08-07T18:36:49.73; CreateLogin=2; UpdateLogin=2}"
"183","52a52163-a2be-4b0e-aadc-7c9ab4f77c88","388","Notifications and Call Trees","Notifications and Call Trees","","Notifications_and_Call_Trees","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2017-08-07T18:36:49.73; CreateLogin=2; UpdateLogin=2}"
"184","5496c1a7-0f87-4a95-a10e-05bc44e6a0e4","389","Crisis Events","Crisis Events","Migrated Level","Crisis_Events","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2018-09-10T11:39:01.807; CreateLogin=2; UpdateLogin=2}"
"185","07fc603a-69f8-40f8-9f3d-fb5ebe01aec1","390","BC/DR Plans","BC/DR Plans","Migrated Level","Business_Continuity_Plans","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2017-08-07T18:36:49.73; CreateLogin=2; UpdateLogin=2}"
"186","67ba62c0-d3a5-4ae8-89a8-a4ab2964af85","391","Testing/Exercise","Testing/Exercise","Migrated Level","BCDR_Tests","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2018-09-10T11:39:01.807; CreateLogin=2; UpdateLogin=2}"
"187","100f0678-ce3a-4752-a488-e4a058cd330e","392","BCM Backlog Processing","BCM Backlog Processing",,"BCM_Backlog_Processing","False","0","False","@{CreateDate=2013-03-07T16:09:46.597; UpdateDate=2013-03-07T16:09:46.597; CreateLogin=2; UpdateLogin=2}"
"190","696297fe-3c53-4689-a232-bd8881b9624f","395","Threat Assessment","Threat Assessment",,"Threat_Assessment","False","0","False","@{CreateDate=2013-03-14T22:35:08.947; UpdateDate=2014-05-27T20:45:05.433; CreateLogin=2; UpdateLogin=2}"
"191","b8307e23-3146-44a0-8138-55f27e35317c","86","Third Party Profile","Subsidiary",,"Subsidiary","False","0","False","@{CreateDate=2013-07-19T23:14:22.64; UpdateDate=2023-03-28T03:52:34.777; CreateLogin=2; UpdateLogin=2}"
"192","2b41dfcb-3cd9-4edf-98c9-6f432d796627","86","Third Party Profile","Sub-Subsidiary",,"SubSubsidiary","False","0","False","@{CreateDate=2013-07-19T23:14:22.64; UpdateDate=2023-03-28T03:52:34.777; CreateLogin=2; UpdateLogin=2}"
"193","9dcb723f-5b22-46f0-b043-07734352e1aa","397","Master Service Agreement","Master Service Agreement",,"Master_Service_Agreement","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2013-07-19T23:25:17.947; CreateLogin=2; UpdateLogin=2}"
"194","566c3141-4b2f-438d-839e-3e9b8ef1f0d5","398","Third Party Document Repository","Third Party Document Repository",,"Third_Party_Document_Repository","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2016-03-18T16:11:44.763; CreateLogin=2; UpdateLogin=2}"
"195","da1319b6-6538-4e76-92e4-5e1123df3b49","399","Third Party Financial Viability Assessments","Financial Assessment",,"Financial_Assessment","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2013-07-19T23:25:17.947; CreateLogin=2; UpdateLogin=2}"
"196","6577555b-229d-42bd-9db3-ad67a7d77240","400","Third Party Metrics Library","Third Party Metrics Library",,"Third_Party_Metrics_Library","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2022-02-13T06:58:50.157; CreateLogin=2; UpdateLogin=2}"
"197","39fcf1d4-f1c6-4756-8715-b77605fe1ed0","401","Third Party Metrics Results","Third Party Metrics Results",,"Third_Party_Metrics_Results","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2022-02-13T06:58:50.157; CreateLogin=2; UpdateLogin=2}"
"198","26e2e4f8-8489-4fdd-b7bd-414a7522b5b1","402","Third Party Metrics","Third Party Metrics",,"Third_Party_Metrics","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2022-07-29T17:59:15.2; CreateLogin=2; UpdateLogin=2}"
"199","6ed69621-06dc-4b49-8037-e194c1ad169d","403","Engagement Types","Insurance Categories",,"Insurance_Categories","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2013-07-19T23:25:17.947; CreateLogin=2; UpdateLogin=2}"
"200","fa925976-c6a0-47ec-9b19-16b29ea08750","404","Certificates of Insurance","Certificates of Insurance",,"Certificates_of_Insurance","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2013-07-19T23:25:17.947; CreateLogin=2; UpdateLogin=2}"
"201","f7e2c2cb-5a0f-4163-b023-4b0e960e32a4","405","Subcontractors","Subcontractor","","Subcontractor","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2022-02-13T06:58:50.157; CreateLogin=2; UpdateLogin=2}"
"202","01c7d0c9-dc78-4671-9aa6-6067d50e7a81","406","Third Party Contract Reviews","Third Party Contract Reviews",,"Third_Party_Contract_Reviews","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2013-07-19T23:25:17.947; CreateLogin=2; UpdateLogin=2}"
"203","c2e96e4d-51fe-4a88-9eda-6ef5138f0dfa","407","Engagement Risk Assessments","Engagement Risk Assessments",,"Engagement_Risk_Assessments","False","0","False","@{CreateDate=2013-07-19T23:25:17.947; UpdateDate=2023-08-21T06:49:19.143; CreateLogin=2; UpdateLogin=2}"
"204","0b268062-0141-4f92-b86e-0deb81b9946e","409","Appointment","Appointment","This application enables users to create and edit appointments for resources such as contacts, devices, or facilities.","Appointment","False","1","False","@{CreateDate=2014-05-19T20:10:41.33; UpdateDate=2021-10-06T07:48:49.717; CreateLogin=184; UpdateLogin=2}"
"206","775a95eb-212d-49dd-9b17-df4c6a950b96","411","Audit Plan","Audit Plan",,"Audit_Plan","False","0","False","@{CreateDate=2014-05-30T17:00:54.687; UpdateDate=2021-10-07T17:35:44.59; CreateLogin=2; UpdateLogin=2}"
"207","b45a218e-798e-4a47-9d26-633fcafeba4f","412","Plan Entity","Plan_Entity",,"Plan_Entity","False","0","False","@{CreateDate=2014-05-30T17:00:54.687; UpdateDate=2021-10-07T17:35:44.59; CreateLogin=2; UpdateLogin=2}"
"208","79da606b-0601-4ac4-8426-519a59975e83","346","Audit Program Library","Audit Procedures Library",,"Audit_Procedures_Library","False","0","False","@{CreateDate=2014-05-30T17:00:54.687; UpdateDate=2014-05-30T17:27:41.74; CreateLogin=2; UpdateLogin=2}"
"209","fc363b36-76cb-4a68-b1ee-51587e93d41a","269","Audit Workpaper","Audit Procedures",,"Audit_Procedures","False","0","False","@{CreateDate=2014-05-30T17:00:54.687; UpdateDate=2023-08-18T07:33:43.6; CreateLogin=2; UpdateLogin=2}"
"210","0a68cf6e-d64d-4cfa-a9a3-0a43cfa6ffa3","413","Base Availability","Base Availability",,"Base_Availability","False","0","False","@{CreateDate=2014-05-30T17:00:54.687; UpdateDate=2014-05-30T17:27:41.74; CreateLogin=2; UpdateLogin=2}"
"211","666eb850-bd08-450d-aca0-645b651dce4c","414","Timesheet Task","Timesheet Task",,"Timesheet_Task","False","0","False","@{CreateDate=2014-05-30T17:00:54.687; UpdateDate=2014-05-30T17:27:41.74; CreateLogin=2; UpdateLogin=2}"
"212","72f4b19e-2254-4172-9834-087827e3aa78","415","IA Engagement and Assessment Results","IA Engagement and Assessment Results",,"IA_Engagement_and_Assessment_Results","False","0","False","@{CreateDate=2014-05-30T17:00:54.687; UpdateDate=2014-05-30T17:27:41.74; CreateLogin=2; UpdateLogin=2}"
"213","e1520070-cfec-417d-aa6c-1873f458cccc","416","Internal Audit Department Annual Review","Internal Audit Department Annual Review",,"Internal_Audit_Department_Annual_Review","False","0","False","@{CreateDate=2014-05-30T17:00:54.687; UpdateDate=2014-05-30T17:27:41.74; CreateLogin=2; UpdateLogin=2}"
"214","95783a6c-174f-44f5-b3e2-4a2b983ff249","417","Training","Training","","Training","False","0","False","@{CreateDate=2014-05-30T17:00:54.687; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"215","c77f835c-b3e4-4b5d-a8b3-b4c66b744fae","418","Degrees and Certifications","Degrees and Certifications",,"Degrees_and_Certifications","False","0","False","@{CreateDate=2014-05-30T17:00:54.687; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"217","549f2e46-2db5-41f6-b982-5ec4f4edafe8","420","Security Events","Security Events",,"Security_Events","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2016-03-29T17:34:04.53; CreateLogin=2; UpdateLogin=2}"
"218","cea3e8d3-6bce-4cdb-81bd-cc493191b829","421","Incident Response Procedures","Incident Response Procedure",,"Incident_Response_Procedure","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2018-03-15T13:39:32.487; CreateLogin=2; UpdateLogin=2}"
"219","5bee0e4d-5590-4ef6-be8d-82b7ceebef36","421","Incident Response Procedures","Incident Response Tasks",,"Incident_Response_Tasks","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2018-03-15T13:39:32.487; CreateLogin=2; UpdateLogin=2}"
"220","a05e887c-0c29-4f83-9901-eca898216be0","422","Incident Response Procedure Library","Incident Response Procedures",,"Incident_Response_Procedures","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2018-03-15T13:39:32.487; CreateLogin=2; UpdateLogin=2}"
"221","cf0acafb-f357-45d4-b12c-f0e8f0135637","422","Incident Response Procedure Library","Incident Response Tasks",,"SOC_Incident_Response_Tasks","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2018-03-15T13:39:32.487; CreateLogin=2; UpdateLogin=2}"
"222","766f7f92-d8eb-4feb-b927-4b12088c9624","423","Incident Investigations","Incident Investigations","","Incident_Investigations","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-10-31T15:06:27.067; CreateLogin=2; UpdateLogin=2}"
"223","4dc9048d-0071-4a90-8d59-39a0bb71b1cc","424","Data Breaches","Data Breaches",,"Data_Breaches","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-10-31T15:06:27.067; CreateLogin=2; UpdateLogin=2}"
"224","57ffca56-3fea-47fa-b7b6-b7deed16098e","425","Breach Tasks","Breach Tasks",,"Breach_Tasks","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-10-31T15:06:27.067; CreateLogin=2; UpdateLogin=2}"
"225","d373e99b-4929-4424-bbc2-6543dd167a60","426","SOC Policies","SOC Policies",,"SOC_Policies","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-10-31T15:06:27.067; CreateLogin=2; UpdateLogin=2}"
"226","7912bf1e-be83-4fdc-b735-f182b8a94aef","427","Security Controls","Security Controls",,"Security_Controls","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2018-03-14T06:08:07.923; CreateLogin=2; UpdateLogin=2}"
"227","4dbe0afa-181f-40d9-944b-7b7fa0849970","428","Breach Response Procedure Library","SOC Procedure Library","","SOC_Procedure_Library","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-10-31T15:06:27.067; CreateLogin=2; UpdateLogin=2}"
"228","e38a63aa-d0f4-49f7-88df-7d0f5e349438","429","Teams","Teams","This will capture basic information related to the team such as Team Name and what the team does","Teams","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-08-12T16:50:46.193; CreateLogin=2; UpdateLogin=2}"
"229","f6068c4c-6fe9-43c8-a3c4-da8594e0f630","430","Forensic Analysis","Forensic Analysis",,"Forensic_Analysis","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2018-03-15T13:39:32.487; CreateLogin=2; UpdateLogin=2}"
"231","ef6e2023-dcfd-4147-8f0c-4234a66a3782","432","Team Members","Team Members",,"Team_Members","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-08-12T16:50:46.193; CreateLogin=2; UpdateLogin=2}"
"232","8726482d-3812-4a77-9c15-862d8c5cf368","433","Security Incidents","Security Incidents","Migrated Level","Security_Incidents","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2018-03-15T13:39:32.487; CreateLogin=2; UpdateLogin=2}"
"233","5e662ec2-5bbc-4570-92d5-9bb64f6e4ed6","434","Security Alerts","Security Alerts","","Security_Alerts","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2016-03-29T17:34:04.53; CreateLogin=2; UpdateLogin=2}"
"234","f34a11cc-b725-471c-b303-e50a3591abf2","435","Incident Journal","Incident Journal",,"Incident_Journal","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-10-31T15:06:27.067; CreateLogin=2; UpdateLogin=2}"
"235","d6050db4-659b-4fcc-afa8-ff3bd7119cd5","436","Breach Risk Assessment","Assessment Questionnaire",,"Assessment_Questionnaire","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-10-31T15:06:27.067; CreateLogin=2; UpdateLogin=2}"
"236","916e3aec-21e2-4397-9442-2af5975d0803","437","SOC: Actor, Tactics & Techniques","Actor. Tactics & Techniques",,"Actor_Tactics__Techniques","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"237","05e77b90-31b8-4d66-b12b-92fe3ac1c8f6","438","SOC: Target Details","target details",,"target_details","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"238","998552c0-f3d6-4403-9036-874670020b4a","439","SOC: Breach - Data Disclosed","Breach - Data Information",,"Breach__Data_Information","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"239","d97722f6-5a60-4224-8c3b-edc48e8f4584","440","SOC: Data Disclosed by Region","Breach - Data Information",,"Breach__Data_Information","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"240","84bc78be-3172-43cf-b847-278521f2efdf","441","SOC: Suspicious User List","Suspicious User list",,"Suspicious_User_list","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"241","2ec23aba-2f66-44fd-8d62-84c6378b90e1","442","SOC: Suspicious Files","Suspicious Files",,"Suspicious_Files","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"242","9ae041f7-63cc-45c3-ad11-00e8c7c63e36","443","SOC: Suspicious Registry Items","Suspicious Registry Items",,"Suspicious_Registry_Items","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"243","fc2adf72-6ef6-40eb-a940-da347f6faadc","444","SOC: Suspicious Processes","Suspicious Processes",,"Suspicious_Processes","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"244","28f509a8-3079-41f9-bd09-891f05e1fcc4","445","SOC: Suspicious Services","Suspicious Services",,"Suspicious_Services","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"245","29f99efa-b195-4b0c-b427-e26df94f551b","446","SOC: Suspicious Drivers","Suspicious Drivers",,"Suspicious_Drivers","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"246","78e4ca69-e3db-4665-8692-b7444146948c","447","SOC: Suspicious Network Connections","Sus[icious Network Connections",,"Susicious_Network_Connections","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"247","a2b506fd-cfe3-4712-a9ba-f20a9c5c1dcd","448","SOC: Suspicious Network Devices","Suspicious Network Devices",,"Suspicious_Network_Devices","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"248","d6728e92-869a-48c3-93c3-0dbe93eacd76","449","SOC: Suspicious Memory Data","Suspicious Memory Data",,"Suspicious_Memory_Data","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"249","4e52773d-635a-4246-a187-84194a9f654a","450","SOC: Suspicious Disk Data","Suspicious Disk Data",,"Suspicious_Disk_Data","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"250","1485451f-a019-4d13-99d1-61d803a06a4d","451","SOC: Suspicious Traffic","Network Forensic Analysis",,"Network_Forensic_Analysis","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"251","5b5356d3-f054-40d7-8d87-a7cddaa72ef0","452","SOC: Target Host","Target Host",,"Target_Host","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"252","5c6bdd7f-69db-46eb-aa7c-950592f12998","453","SOC: Imported Forensic Analysis Reports","Imported Forensic Analysis Report(s)",,"Imported_Forensic_Analysis_Reports","False","0","False","@{CreateDate=2014-07-31T04:29:56.22; UpdateDate=2014-07-31T04:29:56.22; CreateLogin=2; UpdateLogin=2}"
"255","7a9b584b-6d09-4c38-9568-c4540de54a64","457","Metrics Library","Metrics Library",,"Metrics_Library","False","0","False","@{CreateDate=2015-09-14T16:48:41.46; UpdateDate=2022-07-29T17:59:15.2; CreateLogin=2; UpdateLogin=2}"
"256","66067c71-32dc-47c2-a816-4beba678b013","458","Risk Register Library","Risk Library",,"Risk_Library","False","0","False","@{CreateDate=2015-09-14T16:48:41.46; UpdateDate=2015-09-14T19:20:17.95; CreateLogin=2; UpdateLogin=2}"
"257","e218386e-98eb-4861-a71e-07f1c45295fe","459","Self-Assessment","Self-Assessment",,"Self_Assessment","False","0","False","@{CreateDate=2015-09-14T16:48:41.46; UpdateDate=2021-03-17T05:42:55.65; CreateLogin=2; UpdateLogin=2}"
"258","91bc3a47-77c2-4a01-9471-b4254e56a142","460","Business Processes Assessment Data","Business Processes Assessment Data",,"Business_Processes_Assessment_Data","False","0","False","@{CreateDate=2015-09-14T16:48:41.46; UpdateDate=2021-03-17T05:42:55.65; CreateLogin=2; UpdateLogin=2}"
"259","1d1a38b0-9c84-4825-92c1-8a355409600c","461","Risk Assessment Data","Risk Assessment Data",,"Risk_Assessment_Data","False","0","False","@{CreateDate=2015-09-14T16:48:41.46; UpdateDate=2021-03-17T05:42:55.65; CreateLogin=2; UpdateLogin=2}"
"260","418419cf-afcb-42d7-a515-0fb470cf3cd4","462","Control Assessment Data","Control Assessment Data",,"Control_Assessment_Data","False","0","False","@{CreateDate=2015-09-14T16:48:41.46; UpdateDate=2021-03-17T05:42:55.65; CreateLogin=2; UpdateLogin=2}"
"261","c14e0478-4d87-4005-934c-9a112371a062","463","Assessment Campaign","Assessment Campaign",,"Assessment_Campaign","False","0","False","@{CreateDate=2015-09-14T16:48:41.46; UpdateDate=2015-09-29T17:41:42.457; CreateLogin=2; UpdateLogin=2}"
"262","6ff1f147-7770-49ce-aac6-85645e641eb5","464","Assessment Comments","Risk Assessment Rejection Comments",,"Risk_Assessment_Rejection_Comments","False","0","False","@{CreateDate=2015-09-14T16:48:41.46; UpdateDate=2015-09-14T16:48:41.46; CreateLogin=2; UpdateLogin=2}"
"263","fffc5d03-0acc-4cc7-b3fb-f6dd1f91834a","465","Loss Event Comments","Loss Event Comments",,"Loss_Event_Comments","False","0","False","@{CreateDate=2015-09-14T16:48:41.46; UpdateDate=2015-09-14T16:48:41.46; CreateLogin=2; UpdateLogin=2}"
"267","b82bf6fe-3213-4e92-b23c-33dd67d71f25","468","Regulatory Intelligence Review","Regulatory Intelligence Review",,"Regulatory_Intelligence_Review","False","0","False","@{CreateDate=2016-02-17T15:47:22.97; UpdateDate=2016-02-17T15:47:22.97; CreateLogin=2; UpdateLogin=2}"
"268","c26888cd-6df6-411e-994c-3f6b12e30d1d","469","Regulatory Intelligence Items","Regulatory RSS Feed",,"Regulatory_RSS_Feed","False","0","False","@{CreateDate=2016-02-17T15:47:22.97; UpdateDate=2016-02-17T15:47:22.97; CreateLogin=2; UpdateLogin=2}"
