"@odata.type","Id","Name","Active","Type","TypeDisplayText","LevelName","ApplicationName","UpdatedDate","UpdatedBy"
"#EntityModel.LightNotification","314","Notification 2: Security Incident Assigned ","False","Subscription","Subscription Notification","Security Incidents","Security Incidents","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","315","Notification 4: Security Incident Escalated","False","Subscription","Subscription Notification","Security Incidents","Security Incidents","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","316","Notification 3: Security Incident Closed","False","Subscription","Subscription Notification","Security Incidents","Security Incidents","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","317","Notification 5: Security Incident Returned to L1","False","Subscription","Subscription Notification","Security Incidents","Security Incidents","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","318","Notification 6: Declared Incident","False","Subscription","Subscription Notification","Security Incidents","Security Incidents","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","319","Notification 7: New Enterprise Risk","False","Subscription","Subscription Notification","Security Incidents","Security Incidents","2021-09-11T13:08:47.737Z","User, Migration"
"#EntityModel.LightNotification","320","Notification 3: New Remediation Record","True","Subscription","Subscription Notification","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","321","Notification 4: Findings Status & Response Update","True","Subscription","Subscription Notification","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","322","Notification 1: Submitted for Review","True","Subscription","Subscription Notification","Assessment Questionnaire","Breach Risk Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","323","Notification 2: Assessment Approved/Rejected","True","Subscription","Subscription Notification","Assessment Questionnaire","Breach Risk Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","334","Copy of Notification 1: Operating Test Result Creation","True","Subscription","Subscription Notification","Operating Test Results","Operating Test Results","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","336","Copy of Notification 1: Operating Test Result Creation(1)","True","Subscription","Subscription Notification","Operating Test Results","Operating Test Results","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","339","Copy of Notification 1: Operating Test Result Creation(2)","True","Subscription","Subscription Notification","Operating Test Results","Operating Test Results","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","343","Copy of Notification 1: Operating Test Result Creation(3)","True","Subscription","Subscription Notification","Operating Test Results","Operating Test Results","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","370","Failed Metric Reminder","False","Subscription","Subscription Notification","Metrics","Metrics","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","372","New Service Request Notification","False","Subscription","Subscription Notification","Procurement Request Form","Supplier Request Form","2021-09-11T13:08:47.737Z","User, Migration"
"#EntityModel.LightNotification","373","SRMP Review Update Notification","False","Subscription","Subscription Notification","Procurement Request Form","Supplier Request Form","2021-09-11T13:08:47.737Z","User, Migration"
"#EntityModel.LightNotification","375","FDIC Notifications","True","Subscription","Subscription Notification","Regulatory RSS Feed","Regulatory Intelligence Items","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","378","Notification 5: New SAIM Remediation Ticket","True","Subscription","Subscription Notification","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","380","alert user","True","Subscription","Subscription Notification","Acceptable Use Policy Agreement","Policy Acknowledgement","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","412","New Folder Notification","True","Subscription","Subscription Notification","Findings Folders","Findings Folders","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","435","Reminder: BIA Next Start Date Approaching","True","Subscription","Subscription Notification","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","436","Audit Workpaper Reviewer Assignment(1)","True","Subscription","Subscription Notification","Testing Workpaper","Testing Workpaper","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","437","Audit Workpaper Submitter Assignment(1)","True","Subscription","Subscription Notification","Testing Workpaper","Testing Workpaper","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","438","(Notification) Submission Status = Submitted --> Reviewer Notified(1)","True","Subscription","Subscription Notification","Testing Workpaper","Testing Workpaper","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","439","(Notification) Audit Enity Risk Assessment = Submitted --> Notify Reviewer(1)","True","Subscription","Subscription Notification","Compliance Risk Assessment","Compliance Scope and Risk Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","440","Audit Entity Assessment is Expired(1)","True","Subscription","Subscription Notification","Compliance Risk Assessment","Compliance Scope and Risk Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","441","Assessment Expiration Date Approaching(1)","True","Subscription","Subscription Notification","Compliance Risk Assessment","Compliance Scope and Risk Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","461","Genereate Notification to Personas","True","Subscription","Subscription Notification","Lessons Learned Assessment","Lessons Learned Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","485","Milestone Due Soon","True","Subscription","Subscription Notification","Milestones","Milestones","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","486","Notification 1: Loss Event Rejection","False","Subscription","Subscription Notification","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","487","Notification 2: Loss Event Awaiting Review","False","Subscription","Subscription Notification","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","488","Notification 1: CAPA Rejection","True","Subscription","Subscription Notification","Corrective and Preventitive Actions","Corrective and Preventive Actions","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","489","Notification 2: CAPA Awaiting Review","True","Subscription","Subscription Notification","Corrective and Preventitive Actions","Corrective and Preventive Actions","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","490","Notification 3: 30 Day Pre-Expected Due Date CAPA Reminder ","True","Subscription","Subscription Notification","Corrective and Preventitive Actions","Corrective and Preventive Actions","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","499","Information Request Due Soon","True","Subscription","Subscription Notification","Information Requests","Information Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","513","Development Notification to Business User & BPO","True","Subscription","Subscription Notification","Archer Support Request","Support Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","514","Testing Notification to Business User & BPO","True","Subscription","Subscription Notification","Archer Support Request","Support Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","515","Production Notification to Business User & BPO","True","Subscription","Subscription Notification","Archer Support Request","Support Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","516","Notify Watchers Status Change","True","Subscription","Subscription Notification","Archer Support Request","Support Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","517","Notify Watchers Build Phase Change","True","Subscription","Subscription Notification","Archer Support Request","Support Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","518","Notify ThirdParty Stakeholders","True","Subscription","Subscription Notification","SDN List","SDN List","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","519","Notify Reviewer","True","Subscription","Subscription Notification","SDN List","SDN List","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","520","Copy of Notification 1: Reminder Expected Response Date","False","Subscription","Subscription Notification","Risk Register","Risk Register","2021-09-11T13:08:47.737Z","User, Migration"
"#EntityModel.LightNotification","521","Send Notification to Risk Owner","False","Subscription","Subscription Notification","Risk Register","Risk Register","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","530","Notify Watchers on Staus Change","True","Subscription","Subscription Notification","Documentation Request","Documentation Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","531","Generate an Approaching Review Due Date Reminder Notification to Reviewer Before 1,2 and 3 Days of Review Due Date","True","Subscription","Subscription Notification","Documentation Request","Documentation Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","532","Generate an Approaching Expected Completion Date Reminder Notification to Reviewer,Information Owner Before 1,2 and 3 Days of Expected Completion Date","True","Subscription","Subscription Notification","Documentation Request","Documentation Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","533","Generate a Notification to Requestor, Reviewer and Information Owner if Approved Document Record(s) was updated after Completion","True","Subscription","Subscription Notification","Documentation Request","Documentation Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","534","Generate a Review Overdue Reminder Notification to Reviewer After 1,2 and 3 Days of Review Due Date","True","Subscription","Subscription Notification","Documentation Request","Documentation Requests","2021-09-11T13:08:47.737Z","User, Migration"
"#EntityModel.LightNotification","535","Generate an Expected Completion Date Overdue Reminder Notification to Reviewer,Information Owner After 1,2 and 3 Days of Expected Completion Date","True","Subscription","Subscription Notification","Documentation Request","Documentation Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","577","Notification - Today","True","Subscription","Subscription Notification","Evidence Repository","Evidence Repository","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","578","Notification - Next Day","True","Subscription","Subscription Notification","Evidence Repository","Evidence Repository","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","579","Control Prodedure Evidence Owner Overdue","True","Subscription","Subscription Notification","Evidence Repository","Evidence Repository","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","580","Control Procedure Owner Over due date","True","Subscription","Subscription Notification","Evidence Repository","Evidence Repository","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","581","Master Control Owner Over due date","True","Subscription","Subscription Notification","Evidence Repository","Evidence Repository","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","582","Master Control - Evidence Owner Overdue","True","Subscription","Subscription Notification","Evidence Repository","Evidence Repository","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","591","Notification 2: Declared Incident","False","Subscription","Subscription Notification","Security Incidents","Security Incidents","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","598","Metric Due Date Reminder","False","Subscription","Subscription Notification","Metrics","Metrics","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","599","Notification 4: Incident Escalated to Crisis Team","False","Subscription","Subscription Notification","Incidents","Incidents","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","148","Exception Request","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","162","Findings","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","163","Contracts","True","DirectNotification","On Demand Notification Template","Contracts","Contracts","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","164","Incidents","True","DirectNotification","On Demand Notification Template","Incidents","Incidents","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","165","Investigations","True","DirectNotification","On Demand Notification Template","Investigations","Investigations","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","166","Ethics Violation","True","DirectNotification","On Demand Notification Template","Ethics Violations","Ethics Violations","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","168","Policy","True","DirectNotification","On Demand Notification Template","Policy","Policies","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","288","Investigations(1)","True","DirectNotification","On Demand Notification Template","Incident Investigations","Incident Investigations","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","289","Incidents(1)","True","DirectNotification","On Demand Notification Template","Security Incidents","Security Incidents","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","333","LE: New Loss Event","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","344","LE: Risk Manager Review","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","345","LE: Risk Manager Specialist Review","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","346","LE: Business Unit Manager Sign-off","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","347","LE: Controller Notification Threshold Exceeded","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","348","LE: CFO Notification Threshold Exceeded","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","349","LE: CEO Notification Threshold Exceeded","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","350","LE: Controller Sign-off Required","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","351","LE: CFO Sign-off Required","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","352","LE: CEO Sign-off Required","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","353","LE: Business Unit Manager Re-review","True","DirectNotification","On Demand Notification Template","Loss Events","Loss Events","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","354","SA: Notification For Business Unit Manager and Coordinator","True","DirectNotification","On Demand Notification Template","Self-Assessment","Self-Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","359","Control Standards","True","DirectNotification","On Demand Notification Template","Control Standards","Control Standards","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","362","SA: Reassignment To BUM And BUC","True","DirectNotification","On Demand Notification Template","Self-Assessment","Self-Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","363","SA: Submit To Risk Manager","True","DirectNotification","On Demand Notification Template","Self-Assessment","Self-Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","364","SA: Reassignment To Risk Manager","True","DirectNotification","On Demand Notification Template","Self-Assessment","Self-Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","365","SA: Rejection Notification For Business Unit Manager and Coordinator","True","DirectNotification","On Demand Notification Template","Self-Assessment","Self-Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","366","Metrics: Inactivation Rejection","True","DirectNotification","On Demand Notification Template","Metrics","Metrics","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","367","Metrics: Risk Manager Assignment","True","DirectNotification","On Demand Notification Template","Metrics","Metrics","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","368","Metrics: Metric Owner Review","True","DirectNotification","On Demand Notification Template","Metrics","Metrics","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","369","Metrics: Risk Manager Review","True","DirectNotification","On Demand Notification Template","Metrics","Metrics","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","371","SA: Re-submit To Risk Manager","True","DirectNotification","On Demand Notification Template","Self-Assessment","Self-Assessment","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","374","History","True","DirectNotification","On Demand Notification Template","Third Party Profile","Third Party Profile","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","385","Finding Review Complete: Approved","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","386","New Finding Needs Review","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","388","RP: Notification for Plan Owner Submission","True","DirectNotification","On Demand Notification Template","Remediation Plans","Remediation Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","389","RP: Remediation Awating Approval","True","DirectNotification","On Demand Notification Template","Remediation Plans","Remediation Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","390","RP: Approved Remediation","True","DirectNotification","On Demand Notification Template","Remediation Plans","Remediation Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","391","RP: Remediation Plan Rejected","True","DirectNotification","On Demand Notification Template","Remediation Plans","Remediation Plans","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","392","FIND: Assignee Notification for the Group","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","393","FIND: Finding Awaiting Review","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","394","FIND: Finding Rejected","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","395","FIND: Finding Approved","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","396","FIND: Finding is Invalid","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","397","FIND: Audit Finding Approved & Assigned to Reviewer ","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","398","FIND: Assignee Notification for Submission","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","399","FIND: Finding Closed","True","DirectNotification","On Demand Notification Template","Findings","Findings","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","400","ER: Notfication for Submitter","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","401","ER: Notfication for Management Reviewer","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","402","ER: Submitted for Extension Approval","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","403","ER: Extension Approved ","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","404","ER: Exception Request Approved by Reviewer","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","405","ER: Exception Request Rejected","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","406","ER: Exception Request Denied By Management Reviewer","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","407","ER: Extension Denied","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","408","ER: Notfication for Reviewer","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","409","ER: Extension Rejected","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","410","ER: Exception Request Denied By Reviewer","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","411","ER: Exception Request Approved by Management Review","True","DirectNotification","On Demand Notification Template","Exception Requests","Exception Requests","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","424","BIA: Template","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","425","BIA: Notification For BPM, Controller, and Compliance Manager","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","426","BIA: Notification For BPM","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","427","BIA: Rejection Notification For Controller","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","428","BIA: Rejection Notification For Compliance Manager","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","429","BIA: Rejection Notification For Compliance Manager And Controller","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","430","BIA: Re-submit To BPM","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","431","BIA: Business Unit Manager Approval Required","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","432","BIA: BCM Program Manager Approval Required","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","433","BIA: Rejection Notification For Business Unit Manager","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","434","BIA: Rejection Notification For BPM","True","DirectNotification","On Demand Notification Template","Business Impact Analysis","Business Impact Analysis","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","450","Engagements: Engagement Initiation","True","DirectNotification","On Demand Notification Template","Engagements","Engagements","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","451","Engagements: BU Risk Manager Review","True","DirectNotification","On Demand Notification Template","Engagements","Engagements","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","452","Engagements: BU Manager Review","True","DirectNotification","On Demand Notification Template","Engagements","Engagements","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","453","Engagements: BU Manager Termination","True","DirectNotification","On Demand Notification Template","Engagements","Engagements","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","454","Engagements: Termination","True","DirectNotification","On Demand Notification Template","Engagements","Engagements","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","455","Engagements: Final Approval","True","DirectNotification","On Demand Notification Template","Engagements","Engagements","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","456","Contracts: Contract Evaluation","True","DirectNotification","On Demand Notification Template","Contracts","Contracts","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","457","Contracts: Contract Review","True","DirectNotification","On Demand Notification Template","Contracts","Contracts","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","458","Contracts: Contract Rejection","True","DirectNotification","On Demand Notification Template","Contracts","Contracts","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","459","Contracts: Contract Cancellation","True","DirectNotification","On Demand Notification Template","Contracts","Contracts","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","460","Contracts: Contract Procurement Approval","True","DirectNotification","On Demand Notification Template","Contracts","Contracts","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","462","SRF: Requester Notification","True","DirectNotification","On Demand Notification Template","Procurement Request Form","Supplier Request Form","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","463","SRF: Procurement Group Notification","True","DirectNotification","On Demand Notification Template","Procurement Request Form","Supplier Request Form","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","464","SRF: Procurement Officer Notification","True","DirectNotification","On Demand Notification Template","Procurement Request Form","Supplier Request Form","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","465","SRF: Business Unit Risk Manager Approval","True","DirectNotification","On Demand Notification Template","Procurement Request Form","Supplier Request Form","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","466","SRF: Cancellation","True","DirectNotification","On Demand Notification Template","Procurement Request Form","Supplier Request Form","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","467","SRF: Final Approval","True","DirectNotification","On Demand Notification Template","Procurement Request Form","Supplier Request Form","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","468","SRF: Final Approval For Funding Manager","True","DirectNotification","On Demand Notification Template","Procurement Request Form","Supplier Request Form","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","469","SRF: Request Rejection","True","DirectNotification","On Demand Notification Template","Procurement Request Form","Supplier Request Form","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","470","SRF: Business Unit Manager Approval","True","DirectNotification","On Demand Notification Template","Procurement Request Form","Supplier Request Form","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","471","Engagements: Analyze Inherent Risk","True","DirectNotification","On Demand Notification Template","Engagements","Engagements","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","472","Engagements: Analyze Residual Risk","True","DirectNotification","On Demand Notification Template","Engagements","Engagements","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","473","Engagements: Risk Approval","True","DirectNotification","On Demand Notification Template","Engagements","Engagements","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","474","Engagements: BU Risk Mgr Approval","True","DirectNotification","On Demand Notification Template","Engagements","Engagements","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","475","CSF: Profile Created","True","DirectNotification","On Demand Notification Template","Cyber Security Profiles","Cybersecurity Profiles","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","476","CSF: Profile Submitted","True","DirectNotification","On Demand Notification Template","Cyber Security Profiles","Cybersecurity Profiles","2021-09-12T01:38:37.463Z","Administrator, System"
"#EntityModel.LightNotification","477","CSF: Profile Resubmitted","True","DirectNotification","On Demand Notification Template","Cyber Security Profiles","Cybersecurity Profiles","2021-09-12T01:38:37.463Z","Administrator, System"
